Date Time Diftime[microsec] /quatW quatX quatY quatZ /accelX accelY accelZ /gyroX gyroY gyroZ /eulerX eulerY eulerZ /heading
 11.1002 10.9266 128.662 231.338
2018-Nov-26 11:29:16.840306 5525 0.2941 -0.0427745 0.0531332 0.953337 -0.067749 0.128418 1.00543 -21.6675 12.6953 29.541 4.36717 6.49626 145.463 214.537
2018-Nov-26 11:29:16.844750 4444 0.292857 -0.0433087 0.0526689 0.953722 -0.0784912 0.121643 1.01453 -21.6064 13.1226 27.771 4.30675 6.5332 145.614 214.386
2018-Nov-26 11:29:16.849520 4770 0.2917 -0.0438506 0.052196 0.954077 -0.0839233 0.111877 1.01477 -20.874 12.4512 25.8179 4.24466 6.57124 145.755 214.245
2018-Nov-26 11:29:16.856327 6807 0.290636 -0.0444076 0.0517754 0.954399 -0.0913696 0.10968 1.02087 -19.2261 12.4512 23.6816 4.18723 6.61331 145.885 214.115
2018-Nov-26 11:29:16.859264 2937 0.289682 -0.044975 0.0514517 0.95468 -0.104492 0.105469 1.02203 -16.7236 12.146 21.1792 4.13937 6.66045 146 214
2018-Nov-26 11:29:16.865211 5947 0.288836 -0.045528 0.0512554 0.954921 -0.113464 0.102722 1.0163 -13.4277 11.4746 18.7988 4.10527 6.71091 146.101 213.899
2018-Nov-26 11:29:16.869272 4061 0.288084 -0.0460795 0.0511857 0.955125 -0.12085 0.0966187 1.01056 -10.0708 11.3525 16.6626 4.0845 6.76596 146.19 213.81
2018-Nov-26 11:29:16.874858 5586 0.287412 -0.0466558 0.0512161 0.955298 -0.135559 0.0889893 1.00598 -7.20215 11.2305 15.0146 4.07339 6.82751 146.268 213.732
2018-Nov-26 11:29:16.881162 6304 0.28681 -0.0471785 0.0512861 0.95545 -0.141602 0.078064 1.00977 -4.82178 9.33838 13.6108 4.06798 6.88483 146.337 213.663
2018-Nov-26 11:29:16.884922 3760 0.286253 -0.0475959 0.0513758 0.955591 -0.150208 0.0690308 1.00543 -2.56348 6.28662 12.8784 4.06795 6.93143 146.402 213.598
2018-Nov-26 11:29:16.890579 5657 0.285721 -0.0478964 0.0515054 0.955729 -0.151672 0.0652466 1.00464 -0.244141 3.54004 12.5122 4.07603 6.96661 146.463 213.537
2018-Nov-26 11:29:16.894736 4157 0.285189 -0.0480725 0.0517178 0.955867 -0.15094 0.0664673 1.00659 2.44141 1.46484 12.7563 4.09734 6.99089 146.524 213.476
2018-Nov-26 11:29:16.899382 4646 0.28465 -0.0481314 0.0520357 0.956007 -0.150146 0.0720215 1.00354 5.06592 -0.305176 13.1836 4.13412 7.00577 146.585 213.415
2018-Nov-26 11:29:16.906224 6842 0.284094 -0.0480787 0.0524499 0.956153 -0.146545 0.0733643 1.00336 7.62939 -1.83105 13.7329 4.1853 7.01147 146.648 213.352
2018-Nov-26 11:29:16.909279 3055 0.283517 -0.0478997 0.0529217 0.956307 -0.138916 0.0696411 0.995728 10.0098 -3.60107 14.5264 4.24709 7.00505 146.713 213.287
2018-Nov-26 11:29:16.915554 6275 0.282914 -0.0476233 0.0534296 0.956471 -0.13092 0.065918 0.991516 11.9019 -4.69971 15.3198 4.31621 6.98892 146.781 213.219
2018-Nov-26 11:29:16.919136 3582 0.282276 -0.047289 0.0539534 0.956647 -0.12262 0.0645752 0.988586 12.9395 -5.00488 16.2354 4.38922 6.96672 146.853 213.147
2018-Nov-26 11:29:16.924752 5616 0.281604 -0.046927 0.0544772 0.956833 -0.116821 0.0634155 0.981628 13.2446 -4.94385 17.0898 4.46335 6.94122 146.93 213.07
2018-Nov-26 11:29:16.931298 6546 0.280878 -0.0465918 0.055007 0.957032 -0.111938 0.0685425 0.978088 13.0005 -3.78418 18.2495 4.53761 6.91852 147.013 212.987
2018-Nov-26 11:29:16.934830 3532 0.280077 -0.0463661 0.0555742 0.957245 -0.114868 0.0755005 0.976929 12.4512 -1.09863 19.8364 4.61295 6.90868 147.104 212.896
2018-Nov-26 11:29:16.940454 5624 0.279206 -0.0462515 0.0561449 0.957472 -0.112 0.0835571 0.973145 11.0474 1.46484 21.2402 4.68553 6.91075 147.203 212.797
2018-Nov-26 11:29:16.944678 4224 0.278274 -0.0462221 0.0566889 0.957713 -0.111694 0.0861816 0.978882 9.39941 3.41797 22.4609 4.75288 6.92091 147.309 212.691
2018-Nov-26 11:29:16.949289 4611 0.277286 -0.046273 0.0571728 0.957968 -0.108521 0.0854492 0.969788 7.50732 5.06592 23.6206 4.81148 6.93758 147.422 212.578
2018-Nov-26 11:29:16.956260 6971 0.27624 -0.0464019 0.0575638 0.958241 -0.108765 0.0811157 0.974304 5.37109 6.46973 24.8413 4.85783 6.95941 147.542 212.458
2018-Nov-26 11:29:16.959035 2775 0.27513 -0.0466396 0.0578969 0.958528 -0.116455 0.0839844 0.97644 3.35693 8.05664 26.1841 4.89487 6.99097 147.67 212.33
2018-Nov-26 11:29:16.965480 6445 0.273949 -0.0469966 0.0582 0.95883 -0.120361 0.0916748 0.978333 1.34277 10.0708 27.5879 4.92538 7.03429 147.807 212.193
2018-Nov-26 11:29:16.969190 3710 0.272664 -0.0475496 0.0585044 0.959151 -0.128906 0.0970459 0.983643 -0.610352 13.916 29.7241 4.95071 7.09872 147.954 212.046
2018-Nov-26 11:29:16.974614 5424 0.271255 -0.0483422 0.0588227 0.959491 -0.142212 0.10321 0.982788 -2.56348 18.3105 32.2876 4.97112 7.18944 148.116 211.884
2018-Nov-26 11:29:16.981107 6493 0.269738 -0.0492664 0.0591634 0.959851 -0.146057 0.121704 0.975525 -4.57764 20.752 34.4849 4.99092 7.29485 148.289 211.711
2018-Nov-26 11:29:16.984910 3803 0.268195 -0.0501354 0.0594208 0.960222 -0.139587 0.124084 0.974365 -7.08008 19.4702 34.9731 5.00383 7.39131 148.466 211.534
2018-Nov-26 11:29:16.990319 5409 0.266689 -0.0508646 0.0594632 0.960601 -0.127319 0.110962 0.975586 -10.1318 16.2964 34.1187 4.99741 7.46562 148.642 211.358
2018-Nov-26 11:29:16.994683 4364 0.265287 -0.0513917 0.0592663 0.960973 -0.121521 0.100159 0.988708 -12.6953 11.3525 31.8604 4.97031 7.51054 148.808 211.192
2018-Nov-26 11:29:16.999369 4686 0.264014 -0.0517447 0.0588594 0.96133 -0.120056 0.0870361 0.999329 -14.7095 6.65283 29.0527 4.92456 7.53029 148.962 211.038
2018-Nov-26 11:29:17.006116 6747 0.262863 -0.0519628 0.0583082 0.961667 -0.123474 0.0792847 1.0127 -15.8081 2.68555 26.3672 4.86612 7.53133 149.104 210.896
2018-Nov-26 11:29:17.009040 2924 0.261806 -0.0520808 0.0576898 0.961986 -0.130737 0.0768433 1.02686 -16.1133 -0.488281 24.353 4.80261 7.51978 149.235 210.765
2018-Nov-26 11:29:17.015345 6305 0.260808 -0.0521127 0.057065 0.962293 -0.13208 0.0750122 1.03906 -15.4419 -2.74658 23.1323 4.74054 7.49893 149.36 210.64
2018-Nov-26 11:29:17.019041 3696 0.25984 -0.0520845 0.0564888 0.96259 -0.135803 0.0726929 1.04163 -13.7939 -4.08936 22.583 4.68535 7.47321 149.481 210.519
2018-Nov-26 11:29:17.024499 5458 0.258894 -0.0520132 0.0560125 0.962877 -0.133057 0.0765381 1.04358 -11.5356 -4.45557 22.1558 4.64227 7.44603 149.599 210.401
2018-Nov-26 11:29:17.030655 6156 0.257972 -0.0519174 0.0556459 0.96315 -0.132751 0.0731201 1.03577 -8.97217 -4.3335 21.7285 4.61179 7.41971 149.712 210.288
2018-Nov-26 11:29:17.034350 3695 0.257072 -0.0518023 0.0553605 0.963414 -0.127136 0.0705566 1.02417 -6.83594 -4.08936 21.3013 4.59064 7.39389 149.822 210.178
2018-Nov-26 11:29:17.039894 5544 0.2562 -0.0516693 0.0551491 0.963665 -0.122803 0.0707397 1.01385 -5.06592 -3.72314 20.6909 4.57793 7.36855 149.929 210.071
2018-Nov-26 11:29:17.044367 4473 0.255361 -0.0515243 0.0549868 0.963905 -0.125793 0.0653076 1.01318 -3.54004 -3.84521 20.0195 4.57071 7.34354 150.03 209.97
2018-Nov-26 11:29:17.049160 4793 0.254543 -0.0513927 0.0548888 0.964134 -0.122742 0.0631104 1.00403 -1.83105 -3.23486 19.5923 4.56999 7.32208 150.129 209.871
2018-Nov-26 11:29:17.055954 6794 0.253735 -0.0512745 0.054863 0.964355 -0.125549 0.0647583 1.00732 -0.305176 -2.62451 19.4092 4.57675 7.30437 150.225 209.775
2018-Nov-26 11:29:17.058865 2911 0.252926 -0.0511395 0.0549227 0.964571 -0.123047 0.0689087 1.00269 1.28174 -2.44141 19.4702 4.59343 7.28734 150.321 209.679
2018-Nov-26 11:29:17.065383 6518 0.252093 -0.0509686 0.0550748 0.964789 -0.122192 0.0774536 1.00903 2.80762 -2.50244 20.0806 4.62152 7.26895 150.419 209.581
2018-Nov-26 11:29:17.069055 3672 0.251235 -0.0507615 0.0553317 0.965009 -0.117188 0.0900269 1.00647 4.15039 -2.31934 20.6299 4.66243 7.24951 150.519 209.481
2018-Nov-26 11:29:17.074540 5485 0.250362 -0.0505335 0.0557098 0.965226 -0.115845 0.102356 1.0025 5.61523 -1.83105 20.9351 4.71742 7.23123 150.62 209.38
2018-Nov-26 11:29:17.080941 6401 0.249481 -0.0502983 0.0561929 0.965438 -0.11438 0.10907 1.00024 7.08008 -1.28174 21.1182 4.78427 7.21515 150.72 209.28
2018-Nov-26 11:29:17.084561 3620 0.248596 -0.0500767 0.0567557 0.965645 -0.11731 0.111267 0.994385 8.42285 -0.732422 21.2402 4.85957 7.2028 150.82 209.18
2018-Nov-26 11:29:17.090142 5581 0.247694 -0.0498892 0.0573579 0.965851 -0.113098 0.109558 0.991577 9.27734 0.366211 21.6064 4.93834 7.19522 150.922 209.078
2018-Nov-26 11:29:17.094484 4342 0.246778 -0.0497497 0.057958 0.966057 -0.101318 0.105957 0.98175 9.39941 2.31934 21.8506 5.01561 7.19269 151.025 208.975
2018-Nov-26 11:29:17.099063 4579 0.245885 -0.0496458 0.058496 0.966258 -0.0924683 0.0985718 0.978882 8.60596 3.78418 21.1792 5.08481 7.19232 151.126 208.874
2018-Nov-26 11:29:17.105947 6884 0.245056 -0.0495604 0.0589366 0.966446 -0.0808716 0.0946655 0.981506 7.14111 4.76074 19.5312 5.1422 7.19138 151.22 208.78
2018-Nov-26 11:29:17.108984 3037 0.244315 -0.0495487 0.0593293 0.96661 -0.0793457 0.100952 0.986572 5.61523 6.71387 17.2119 5.19153 7.19763 151.304 208.696
2018-Nov-26 11:29:17.115197 6213 0.243685 -0.0496296 0.0596996 0.966742 -0.0893555 0.102478 0.989868 4.57764 8.05664 14.4043 5.23495 7.21411 151.374 208.626
2018-Nov-26 11:29:17.118918 3721 0.243177 -0.0496825 0.0600079 0.966848 -0.0984497 0.102051 0.993286 3.54004 5.92041 11.5967 5.27141 7.22626 151.431 208.569
2018-Nov-26 11:29:17.124446 5528 0.242798 -0.0496332 0.0602498 0.966931 -0.113037 0.0969238 0.999268 3.35693 1.83105 8.8501 5.30243 7.22574 151.474 208.526
2018-Nov-26 11:29:17.130957 6511 0.242512 -0.0494734 0.0604598 0.966998 -0.123596 0.0917358 0.997009 3.96729 -2.2583 7.01904 5.33237 7.21245 151.506 208.494
2018-Nov-26 11:29:17.134557 3600 0.242287 -0.049247 0.0606635 0.967053 -0.13855 0.0860596 0.996094 4.88281 -5.37109 5.92041 5.36302 7.19189 151.532 208.468
2018-Nov-26 11:29:17.139968 5411 0.242085 -0.048981 0.0608618 0.967105 -0.148987 0.0803833 0.991882 5.7373 -7.75146 5.61523 5.39401 7.16684 151.555 208.445
2018-Nov-26 11:29:17.144326 4358 0.24187 -0.0486841 0.0610726 0.96716 -0.157227 0.0845947 0.989746 6.10352 -9.46045 6.04248 5.42734 7.13866 151.58 208.42
2018-Nov-26 11:29:17.149007 4681 0.241606 -0.048361 0.0612995 0.967228 -0.156677 0.0862427 0.987366 6.28662 -10.3149 7.26318 5.46355 7.1077 151.61 208.39
2018-Nov-26 11:29:17.155942 6935 0.241271 -0.0480368 0.061547 0.967312 -0.159607 0.0891724 0.982117 6.40869 -10.437 9.0332 5.50256 7.07681 151.649 208.351
2018-Nov-26 11:29:17.158822 2880 0.240882 -0.0477106 0.0617995 0.967409 -0.157043 0.0862427 0.9823 6.65283 -10.437 10.2539 5.54257 7.0455 151.694 208.306
2018-Nov-26 11:29:17.165150 6328 0.240431 -0.0473363 0.0620397 0.967524 -0.152771 0.0876465 0.990295 6.65283 -11.1084 11.8408 5.58299 7.00807 151.747 208.253
2018-Nov-26 11:29:17.168866 3716 0.239937 -0.0469105 0.0622834 0.967652 -0.148682 0.0908203 0.989441 6.7749 -11.7798 12.8784 5.62552 6.96472 151.805 208.195
2018-Nov-26 11:29:17.174316 5450 0.239396 -0.0464232 0.0625515 0.967792 -0.138855 0.0975342 0.989868 7.08008 -12.207 13.9771 5.67276 6.91489 151.869 208.131
2018-Nov-26 11:29:17.180851 6535 0.238812 -0.0459055 0.0628402 0.967943 -0.127869 0.104553 0.988525 6.95801 -11.6577 14.8926 5.72337 6.86192 151.938 208.062
2018-Nov-26 11:29:17.184540 3689 0.238187 -0.0453959 0.0631442 0.968101 -0.124146 0.11377 0.986572 6.40869 -10.7422 15.686 5.7757 6.81003 152.012 207.988
2018-Nov-26 11:29:17.189057 4517 0.237515 -0.0449198 0.0634449 0.968268 -0.117188 0.120361 0.98291 5.31006 -9.46045 16.5405 5.827 6.76141 152.091 207.909
2018-Nov-26 11:29:17.194907 5850 0.23681 -0.0444936 0.0637072 0.968443 -0.112427 0.120667 0.982971 3.84521 -7.99561 17.2119 5.8728 6.71703 152.174 207.826
2018-Nov-26 11:29:17.198885 3978 0.236074 -0.0441011 0.0638863 0.968629 -0.10675 0.115295 0.992493 2.2583 -7.08008 17.7612 5.9086 6.67378 152.261 207.739
2018-Nov-26 11:29:17.206277 7392 0.235312 -0.0437356 0.063999 0.968824 -0.101013 0.115173 0.990723 0.915527 -6.22559 18.3105 5.93639 6.63147 152.352 207.648
2018-Nov-26 11:29:17.208762 2485 0.234523 -0.0434083 0.064079 0.969025 -0.0933228 0.115112 0.991882 0 -4.82178 18.7988 5.95963 6.5923 152.446 207.554
2018-Nov-26 11:29:17.214095 5333 0.233714 -0.0431358 0.064143 0.969228 -0.0887451 0.118713 0.994812 -0.793457 -3.11279 19.104 5.97966 6.55865 152.543 207.457
2018-Nov-26 11:29:17.219410 5315 0.232886 -0.0428994 0.0642054 0.969434 -0.0899048 0.12439 0.99762 -1.52588 -2.19727 19.4092 5.99861 6.52887 152.641 207.359
2018-Nov-26 11:29:17.224205 4795 0.232057 -0.0426592 0.0642396 0.969641 -0.0855713 0.127197 0.99353 -2.56348 -2.2583 19.3481 6.01448 6.49783 152.74 207.26
2018-Nov-26 11:29:17.228943 4738 0.231233 -0.0424334 0.064246 0.969847 -0.0830688 0.131958 0.997803 -3.66211 -1.77002 19.104 6.02679 6.46762 152.839 207.161
2018-Nov-26 11:29:17.234532 5589 0.230404 -0.0422643 0.0642611 0.970051 -0.0773926 0.138245 0.995422 -4.3335 0 19.043 6.03853 6.44397 152.937 207.063
2018-Nov-26 11:29:17.239005 4473 0.229577 -0.0421888 0.0642868 0.970248 -0.0785522 0.14386 1.00171 -5.18799 2.31934 18.7378 6.04889 6.43109 153.035 206.965
2018-Nov-26 11:29:17.245097 6092 0.228756 -0.0421562 0.064261 0.970445 -0.0767822 0.139832 1.01392 -6.40869 3.17383 18.4326 6.05231 6.42162 153.133 206.867
2018-Nov-26 11:29:17.248777 3680 0.227938 -0.0420869 0.0641455 0.970648 -0.0690918 0.134033 1.02039 -7.56836 2.62451 18.4326 6.04669 6.40561 153.231 206.769
2018-Nov-26 11:29:17.254119 5342 0.227149 -0.0419459 0.0639693 0.970851 -0.064209 0.131836 1.02966 -8.05664 1.34277 17.7612 6.036 6.38008 153.326 206.674
2018-Nov-26 11:29:17.258698 4579 0.226413 -0.0417241 0.0637913 0.971044 -0.0543823 0.134827 1.03326 -7.69043 0.366211 16.5405 6.02686 6.34581 153.416 206.584
2018-Nov-26 11:29:17.263988 5290 0.225753 -0.0414369 0.063655 0.971219 -0.0508423 0.139099 1.03046 -6.83594 -0.366211 14.8315 6.02351 6.30585 153.497 206.503
2018-Nov-26 11:29:17.269728 5740 0.225191 -0.0411171 0.0635605 0.971369 -0.0515137 0.136963 1.02057 -5.7373 -1.0376 12.6343 6.02502 6.26395 153.566 206.434
2018-Nov-26 11:29:17.274021 4293 0.224726 -0.0407942 0.0635026 0.971495 -0.0537109 0.135437 1.01752 -4.63867 -1.34277 10.376 6.03003 6.2233 153.623 206.377
2018-Nov-26 11:29:17.278913 4892 0.224373 -0.0405084 0.0634634 0.971591 -0.0656128 0.132935 1.01019 -4.08936 -1.58691 7.8125 6.0354 6.18802 153.666 206.334
2018-Nov-26 11:29:17.284403 5490 0.224129 -0.04021 0.0633894 0.971664 -0.072998 0.125549 1.00928 -4.08936 -3.2959 5.43213 6.0365 6.15106 153.698 206.302
2018-Nov-26 11:29:17.288969 4566 0.223967 -0.0398825 0.0632854 0.971722 -0.0809937 0.120605 1.01135 -3.84521 -5.12695 3.66211 6.03447 6.11053 153.719 206.281
2018-Nov-26 11:29:17.295161 6192 0.223878 -0.0395687 0.0631979 0.971761 -0.0859375 0.118835 1.01294 -3.11279 -5.5542 2.0752 6.03346 6.07245 153.732 206.268
2018-Nov-26 11:29:17.298852 3691 0.223826 -0.0392544 0.0631616 0.971788 -0.0836182 0.119263 1.00916 -1.89209 -5.49316 1.2207 6.03793 6.0359 153.741 206.259
2018-Nov-26 11:29:17.304023 5171 0.223807 -0.0389273 0.0632321 0.971801 -0.0844727 0.128662 1.00769 -0.0610352 -5.24902 0.488281 6.05444 6.00099 153.744 206.256
2018-Nov-26 11:29:17.308592 4569 0.223832 -0.0385957 0.0634217 0.971796 -0.0857544 0.136108 1.00348 1.70898 -5.00488 -0.549316 6.08408 5.96907 153.741 206.259
2018-Nov-26 11:29:17.313900 5308 0.223922 -0.0382122 0.0636483 0.971776 -0.0878906 0.128479 1.00171 3.17383 -6.34766 -1.89209 6.11882 5.93271 153.731 206.269
2018-Nov-26 11:29:17.319603 5703 0.224076 -0.0378018 0.063858 0.971742 -0.0904541 0.119385 0.995178 3.96729 -7.50732 -3.23486 6.15198 5.89331 153.713 206.287
2018-Nov-26 11:29:17.323993 4390 0.22429 -0.0373985 0.0640491 0.971696 -0.0928345 0.106873 0.988647 4.76074 -7.93457 -4.5166 6.18253 5.8546 153.688 206.312
2018-Nov-26 11:29:17.328811 4818 0.224534 -0.0370673 0.064253 0.971639 -0.100159 0.10791 0.984619 5.18799 -7.01904 -5.18799 6.21246 5.82449 153.66 206.34
2018-Nov-26 11:29:17.334390 5579 0.224779 -0.0368579 0.0644823 0.971575 -0.107178 0.111084 0.987427 4.94385 -5.00488 -5.37109 6.24205 5.80878 153.63 206.37
2018-Nov-26 11:29:17.338875 4485 0.225005 -0.03675 0.0646992 0.971512 -0.106934 0.110962 0.990967 4.08936 -3.05176 -5.06592 6.26772 5.804 153.602 206.398
2018-Nov-26 11:29:17.344954 6079 0.225204 -0.0366968 0.0648576 0.971458 -0.108032 0.1073 1.00311 2.86865 -2.0752 -4.5166 6.28558 5.8036 153.578 206.422
2018-Nov-26 11:29:17.348742 3788 0.225371 -0.0366436 0.0649527 0.971415 -0.106201 0.103638 1.0105 1.95312 -2.19727 -3.78418 6.29659 5.8013 153.557 206.443
2018-Nov-26 11:29:17.353987 5245 0.225513 -0.0365772 0.0650098 0.97138 -0.102356 0.0998535 1.01666 1.64795 -2.2583 -3.17383 6.30385 5.79631 153.54 206.46
2018-Nov-26 11:29:17.358516 4529 0.225634 -0.0365136 0.065081 0.97135 -0.103027 0.103333 1.00842 1.83105 -2.01416 -2.68555 6.31274 5.7919 153.526 206.474
2018-Nov-26 11:29:17.363880 5364 0.225732 -0.0364806 0.0652032 0.97132 -0.102844 0.112122 1.00647 2.01416 -1.09863 -2.2583 6.32664 5.79216 153.513 206.487
2018-Nov-26 11:29:17.369527 5647 0.225817 -0.0364958 0.0653274 0.971291 -0.106079 0.110291 0.993164 1.46484 -0.305176 -2.01416 6.33958 5.79779 153.502 206.498
2018-Nov-26 11:29:17.373960 4433 0.225888 -0.0365553 0.0654213 0.971267 -0.102295 0.108826 0.981873 0.671387 0.549316 -1.77002 6.34807 5.80746 153.493 206.507
2018-Nov-26 11:29:17.378718 4758 0.225959 -0.0367409 0.0654614 0.97124 -0.108276 0.103271 0.970642 -0.793457 2.68555 -1.95312 6.34723 5.82982 153.483 206.517
2018-Nov-26 11:29:17.384265 5547 0.22603 -0.0370398 0.0654078 0.971216 -0.111633 0.0967407 0.97467 -2.80762 4.27246 -2.0752 6.33295 5.86234 153.473 206.527
2018-Nov-26 11:29:17.388852 4587 0.22609 -0.0373694 0.0652386 0.971201 -0.113403 0.0939331 0.989014 -5.00488 4.27246 -1.89209 6.30504 5.89507 153.466 206.534
2018-Nov-26 11:29:17.394562 5710 0.226143 -0.0376853 0.0649847 0.971193 -0.108398 0.09552 0.99707 -6.7749 3.96729 -1.77002 6.26808 5.92392 153.46 206.54
2018-Nov-26 11:29:17.398597 4035 0.226199 -0.0380059 0.0647268 0.971185 -0.105469 0.0999756 1.00958 -7.20215 4.63867 -1.95312 6.23056 5.95322 153.454 206.546
2018-Nov-26 11:29:17.404328 5731 0.226288 -0.038345 0.06452 0.971165 -0.105469 0.107117 1.01544 -6.7749 5.5542 -2.80762 6.19801 5.98616 153.443 206.557
2018-Nov-26 11:29:17.408356 4028 0.226408 -0.0387234 0.0643479 0.971133 -0.109497 0.0987549 1.01788 -5.92041 6.40869 -3.54004 6.16811 6.02464 153.428 206.572
2018-Nov-26 11:29:17.413987 5631 0.226548 -0.0391589 0.0642118 0.971092 -0.117981 0.0945435 1.0202 -4.76074 7.20215 -3.96729 6.14058 6.07063 153.411 206.589
2018-Nov-26 11:29:17.419093 5106 0.226693 -0.0396576 0.0641029 0.971045 -0.126953 0.0882568 1.01123 -3.96729 7.87354 -4.02832 6.11435 6.12447 153.392 206.608
2018-Nov-26 11:29:17.423889 4796 0.226827 -0.040163 0.063988 0.971 -0.13562 0.0838013 1.01764 -3.60107 7.08008 -3.66211 6.08736 6.17882 153.374 206.626
2018-Nov-26 11:29:17.429275 5386 0.22695 -0.0406135 0.0638758 0.97096 -0.140503 0.0823975 1.0199 -2.99072 5.31006 -3.23486 6.06215 6.22701 153.358 206.642
2018-Nov-26 11:29:17.434218 4943 0.227066 -0.0410113 0.0637766 0.970923 -0.144897 0.0773315 1.01819 -2.0752 3.84521 -2.86865 6.03983 6.26959 153.343 206.657
2018-Nov-26 11:29:17.438618 4400 0.227159 -0.0414086 0.0637382 0.970887 -0.147888 0.0769653 1.02454 -0.488281 3.84521 -2.2583 6.02443 6.31361 153.33 206.67
2018-Nov-26 11:29:17.443810 5192 0.227222 -0.0418178 0.0637948 0.970851 -0.150757 0.0787964 1.01941 1.34277 4.45557 -1.52588 6.01947 6.36142 153.32 206.68
2018-Nov-26 11:29:17.448479 4669 0.227242 -0.0422218 0.0639164 0.970821 -0.152893 0.0802612 1.0174 2.56348 4.57764 -0.427246 6.02219 6.41013 153.314 206.686
2018-Nov-26 11:29:17.453951 5472 0.227222 -0.0425682 0.0640628 0.970801 -0.150146 0.0834351 1.02002 3.11279 3.60107 0.549316 6.02945 6.45282 153.313 206.687
2018-Nov-26 11:29:17.458369 4418 0.227162 -0.0428255 0.0641998 0.970795 -0.143433 0.0810547 1.01892 3.35693 2.2583 1.58691 6.03827 6.48502 153.318 206.682
2018-Nov-26 11:29:17.463754 5385 0.227058 -0.043024 0.0643663 0.970799 -0.139343 0.0899658 1.01892 3.78418 1.77002 2.68555 6.05226 6.51117 153.327 206.673
2018-Nov-26 11:29:17.468873 5119 0.226915 -0.0431877 0.0646046 0.970809 -0.13385 0.0986938 1.01044 4.57764 2.01416 3.479 6.07541 6.53516 153.341 206.659
2018-Nov-26 11:29:17.473893 5020 0.226753 -0.0433057 0.0648922 0.970823 -0.131287 0.107666 1.01245 4.88281 1.64795 3.90625 6.10542 6.55522 153.357 206.643
2018-Nov-26 11:29:17.479068 5175 0.226585 -0.0433246 0.0651715 0.970842 -0.128845 0.106567 1.01068 4.88281 -0.305176 4.15039 6.13716 6.56392 153.374 206.626
2018-Nov-26 11:29:17.484235 5167 0.226421 -0.0432134 0.0654037 0.97087 -0.118042 0.103455 1.00287 4.76074 -2.68555 4.21143 6.16708 6.55675 153.391 206.609
2018-Nov-26 11:29:17.488659 4424 0.226279 -0.0430155 0.0656126 0.970898 -0.11084 0.106506 0.998535 4.63867 -3.90625 3.72314 6.19653 6.53938 153.407 206.593
2018-Nov-26 11:29:17.494370 5711 0.226172 -0.0427669 0.0658232 0.97092 -0.10614 0.10907 0.996094 4.69971 -4.5166 2.92969 6.22728 6.51657 153.419 206.581
2018-Nov-26 11:29:17.498325 3955 0.226089 -0.0425097 0.0660402 0.970935 -0.101685 0.115662 0.993408 4.39453 -4.27246 2.2583 6.2588 6.49313 153.428 206.572
2018-Nov-26 11:29:17.504104 5779 0.226031 -0.0422814 0.066251 0.970945 -0.102539 0.119263 0.994385 3.66211 -3.60107 1.58691 6.2887 6.47292 153.435 206.565
2018-Nov-26 11:29:17.508216 4112 0.225997 -0.0420855 0.0664591 0.970947 -0.102356 0.12207 0.985107 3.17383 -3.05176 0.915527 6.31728 6.45642 153.438 206.562
2018-Nov-26 11:29:17.513622 5406 0.226001 -0.0419036 0.0666645 0.970939 -0.109863 0.122192 0.986938 2.92969 -3.35693 0.0610352 6.34492 6.44165 153.436 206.564
2018-Nov-26 11:29:17.518388 4766 0.226051 -0.0417729 0.0668975 0.970917 -0.113708 0.125244 0.976562 3.17383 -2.80762 -1.0376 6.37401 6.43367 153.429 206.571
2018-Nov-26 11:29:17.523675 5287 0.22614 -0.0417586 0.0671652 0.970879 -0.125 0.120972 0.971375 3.479 -1.09863 -2.01416 6.40363 6.43997 153.416 206.584
2018-Nov-26 11:29:17.528646 4971 0.226228 -0.041864 0.0674274 0.970836 -0.136536 0.114807 0.968323 3.41797 0.244141 -2.01416 6.42947 6.45953 153.402 206.598
2018-Nov-26 11:29:17.534021 5375 0.226292 -0.0420163 0.0676442 0.970799 -0.140808 0.108093 0.966431 2.86865 0.305176 -1.40381 6.44917 6.48297 153.392 206.608
2018-Nov-26 11:29:17.539531 5510 0.226315 -0.0422628 0.0678635 0.970768 -0.145081 0.110779 0.96344 2.50244 2.01416 -0.549316 6.46693 6.51675 153.386 206.614
2018-Nov-26 11:29:17.543816 4285 0.226274 -0.042704 0.068144 0.970738 -0.150208 0.117126 0.970032 2.31934 6.34766 0.671387 6.4868 6.57362 153.385 206.615
2018-Nov-26 11:29:17.548359 4543 0.226176 -0.0433081 0.0684297 0.970714 -0.156738 0.112366 0.972229 1.64795 9.58252 1.77002 6.50331 6.64853 153.39 206.61
2018-Nov-26 11:29:17.553641 5282 0.226015 -0.0439689 0.0686755 0.970705 -0.159241 0.109314 0.974731 0.854492 10.498 3.23486 6.51434 6.7283 153.403 206.597
2018-Nov-26 11:29:17.558215 4574 0.225798 -0.0446153 0.0688808 0.970711 -0.15979 0.10675 0.977783 0.305176 10.0708 4.57764 6.52165 6.80496 153.422 206.578
2018-Nov-26 11:29:17.564538 6323 0.225539 -0.0451925 0.0690387 0.970733 -0.158447 0.101135 0.985962 0.12207 8.60596 5.61523 6.52582 6.87228 153.448 206.552
