Date Time Diftime[microsec] /quatW quatX quatY quatZ /accelX accelY accelZ /gyroX gyroY gyroZ /eulerX eulerY eulerZ /heading
 11.1002 10.9266 128.662 231.338
2018-Nov-26 11:29:16.100586 3390 0.379031 0.0175892 0.0671277 0.922779 -0.0132446 0.0563354 1.01752 -9.82666 11.3525 5.37109 7.8871 1.06581 135.266 224.734
2018-Nov-26 11:29:16.106350 5764 0.378722 0.0171305 0.0666642 0.922948 0.00213623 0.074707 1.01648 -6.71387 6.65283 7.38525 7.81821 1.09155 135.305 224.695
2018-Nov-26 11:29:16.112029 5679 0.37832 0.0170098 0.0664658 0.923129 0.0189819 0.129456 1.00604 -2.86865 3.84521 9.58252 7.79234 1.09224 135.356 224.644
2018-Nov-26 11:29:16.115771 3742 0.377912 0.0171303 0.066565 0.923286 0.0302734 0.157349 0.997925 1.09863 2.80762 9.52148 7.80861 1.08031 135.407 224.593
2018-Nov-26 11:29:16.121326 5555 0.377605 0.0173419 0.0667815 0.923393 0.0350952 0.156128 0.978638 3.11279 2.50244 6.95801 7.84119 1.06468 135.445 224.555
2018-Nov-26 11:29:16.125736 4410 0.377459 0.0176505 0.066902 0.923438 0.020874 0.138733 0.962097 2.92969 -1.46484 3.35693 7.86758 1.03581 135.464 224.536
2018-Nov-26 11:29:16.130469 4733 0.377488 0.0182324 0.0667835 0.923423 0.00311279 0.137634 0.950012 0.915527 -11.5356 -0.12207 7.88028 0.968735 135.465 224.535
2018-Nov-26 11:29:16.137582 7113 0.377665 0.0192004 0.0663806 0.92336 -0.00708008 0.152405 0.952271 -2.68555 -24.1089 -2.74658 7.87944 0.849228 135.451 224.549
2018-Nov-26 11:29:16.140373 2791 0.377956 0.0204363 0.0657559 0.923259 -0.0106201 0.1651 0.950134 -6.5918 -32.8369 -4.88281 7.86662 0.692337 135.427 224.573
2018-Nov-26 11:29:16.146837 6464 0.378315 0.0216024 0.0650431 0.923136 -0.0193481 0.160339 0.962891 -9.21631 -33.2642 -6.40869 7.84145 0.539597 135.394 224.606
2018-Nov-26 11:29:16.150421 3584 0.378676 0.0223993 0.0643345 0.923019 -0.0286255 0.148438 0.972839 -11.2305 -26.6724 -6.7749 7.80072 0.426437 135.358 224.642
2018-Nov-26 11:29:16.155807 5386 0.379003 0.0227617 0.0636566 0.922923 -0.0469971 0.13501 0.977783 -12.9395 -18.9819 -6.28662 7.74438 0.360657 135.324 224.676
2018-Nov-26 11:29:16.161918 6111 0.379296 0.0229244 0.062943 0.922847 -0.0561523 0.126587 0.988831 -14.2822 -16.5405 -5.49316 7.67557 0.314301 135.293 224.707
2018-Nov-26 11:29:16.165660 3742 0.379568 0.0232261 0.0621359 0.922783 -0.0583496 0.132874 0.996399 -15.1367 -20.9351 -4.63867 7.60295 0.24881 135.266 224.734
2018-Nov-26 11:29:16.171206 5546 0.379817 0.0238305 0.0612547 0.922724 -0.0498047 0.142944 0.995178 -15.1367 -27.6489 -3.66211 7.53575 0.147552 135.244 224.756
2018-Nov-26 11:29:16.175796 4590 0.380074 0.0245683 0.0604166 0.922654 -0.00183105 0.18158 0.985107 -16.3574 -26.6724 -4.21143 7.47899 0.0340576 135.221 224.779
2018-Nov-26 11:29:16.180426 4630 0.38036 0.0246421 0.0596903 0.922581 -0.0126343 0.121948 0.968872 -17.7002 -10.498 -5.92041 7.40511 -0.00352478 135.19 224.81
2018-Nov-26 11:29:16.187292 6866 0.380506 0.0242597 0.0586959 0.922595 0.0239868 0.0396729 1.02167 -18.9819 -0.915527 -2.99072 7.28279 -0.00552368 135.175 224.825
2018-Nov-26 11:29:16.190287 2995 0.380385 0.0240345 0.0572327 0.922743 0.177979 0.048645 1.20465 -23.0103 4.15039 2.68555 7.11763 -0.0470276 135.197 224.803
2018-Nov-26 11:29:16.196762 6475 0.380212 0.0243876 0.0558109 0.922892 0.368958 0.106689 1.4408 -18.9209 11.7798 2.2583 6.98212 -0.148575 135.228 224.772
2018-Nov-26 11:29:16.200419 3657 0.380405 0.0251337 0.0550449 0.922838 0.477478 0.101929 1.5788 -1.70898 23.9258 -8.72803 6.93347 -0.2603 135.212 224.788
2018-Nov-26 11:29:16.205765 5346 0.381305 0.0261549 0.0553334 0.922421 0.484009 0.0658569 1.56268 26.3672 31.1279 -27.6489 7.00912 -0.349472 135.104 224.896
2018-Nov-26 11:29:16.211926 6161 0.38306 0.0277081 0.0567011 0.921565 0.420166 0.0473633 1.43665 56.0913 23.8037 -49.1943 7.22321 -0.440659 134.886 225.114
2018-Nov-26 11:29:16.215720 3794 0.385614 0.0301867 0.0589698 0.920279 0.353943 0.0999146 1.28906 79.4678 3.479 -68.5425 7.57466 -0.582718 134.569 225.431
2018-Nov-26 11:29:16.221173 5453 0.388854 0.033337 0.0618608 0.918615 0.288513 0.109863 1.14569 94.5435 -13.7939 -85.144 8.02348 -0.760223 134.167 225.833
2018-Nov-26 11:29:16.225640 4467 0.392663 0.0364719 0.0652256 0.916642 0.216064 0.107056 1.0296 103.333 -18.1274 -99.4263 8.52374 -0.906158 133.69 226.31
2018-Nov-26 11:29:16.230649 5009 0.396906 0.039174 0.0689985 0.914423 0.134888 0.110657 0.931335 107.239 -14.8315 -110.718 9.04932 -0.978897 133.151 226.849
2018-Nov-26 11:29:16.237495 6846 0.401432 0.0413402 0.0730654 0.912033 0.0432129 0.125793 0.860657 106.934 -11.1084 -117.92 9.58244 -0.973068 132.568 227.432
2018-Nov-26 11:29:16.240317 2822 0.406045 0.0430592 0.077274 0.909562 -0.0429688 0.146729 0.793396 103.394 -10.2539 -119.812 10.11 -0.906586 131.966 228.034
2018-Nov-26 11:29:16.245732 5415 0.410567 0.0444217 0.0814585 0.907098 -0.109131 0.162659 0.745422 97.4121 -10.8032 -117.004 10.6179 -0.798721 131.37 228.63
2018-Nov-26 11:29:16.250913 5181 0.414845 0.0454528 0.0856071 0.904715 -0.160278 0.217773 0.679626 88.7451 -9.70459 -110.474 11.1052 -0.654922 130.797 229.203
2018-Nov-26 11:29:16.255650 4737 0.418732 0.0455522 0.0901981 0.90247 -0.235779 0.265076 0.551392 82.0923 7.93457 -101.807 11.5925 -0.390793 130.258 229.742
2018-Nov-26 11:29:16.262289 6639 0.421912 0.0431553 0.0953324 0.900577 -0.343567 0.263184 0.479858 65.979 56.7017 -87.3413 12.0124 0.158997 129.778 230.222
2018-Nov-26 11:29:16.265654 3365 0.424072 0.0378624 0.100657 0.89922 -0.422974 0.24292 0.50116 43.2739 111.877 -65.6738 12.3063 1.01329 129.394 230.606
2018-Nov-26 11:29:16.270237 4583 0.425058 0.0307324 0.10541 0.898482 -0.409851 0.230713 0.639221 17.395 146.118 -38.9404 12.4474 2.01797 129.144 230.856
2018-Nov-26 11:29:16.276233 5996 0.425061 0.0234529 0.10902 0.898269 -0.315918 0.228271 0.831848 -3.35693 149.414 -15.0146 12.4622 2.96727 129.029 230.971
2018-Nov-26 11:29:16.280460 4227 0.424485 0.0173388 0.111461 0.898381 -0.200439 0.223511 0.990967 -12.146 129.517 0.732422 12.4149 3.72644 129.013 230.987
2018-Nov-26 11:29:16.287863 7403 0.423747 0.0128664 0.113044 0.898607 -0.101746 0.216797 1.07013 -10.9863 101.135 7.01904 12.3608 4.26703 129.044 230.956
2018-Nov-26 11:29:16.290469 2606 0.423137 0.00983524 0.114155 0.898792 -0.0505371 0.213501 1.08026 -5.37109 75.2563 6.10352 12.3291 4.63397 129.079 230.921
2018-Nov-26 11:29:16.295652 5183 0.422777 0.00785369 0.11509 0.898862 -0.0389404 0.224854 1.04211 0.244141 54.6875 1.83105 12.3299 4.88522 129.092 230.908
2018-Nov-26 11:29:16.301008 5356 0.42268 0.00643737 0.115994 0.898802 -0.0580444 0.225647 0.977356 3.60107 41.1987 -3.2959 12.3541 5.07932 129.077 230.923
2018-Nov-26 11:29:16.305600 4592 0.422773 0.00520031 0.116921 0.898647 -0.0883179 0.239685 0.907715 3.54004 34.1187 -7.20215 12.3884 5.25848 129.039 230.961
2018-Nov-26 11:29:16.312077 6477 0.422952 0.0038538 0.117809 0.898453 -0.125427 0.242004 0.859436 -0.183105 31.7383 -8.97217 12.4126 5.44839 128.989 231.011
2018-Nov-26 11:29:16.315381 3304 0.423132 0.00230837 0.118519 0.89828 -0.163391 0.246826 0.837891 -6.95801 30.0293 -8.54492 12.4085 5.64999 128.94 231.06
2018-Nov-26 11:29:16.320099 4718 0.423267 0.000659219 0.118905 0.898168 -0.204468 0.247375 0.840881 -15.2588 25.0244 -6.46973 12.3657 5.84486 128.901 231.099
2018-Nov-26 11:29:16.326126 6027 0.423317 -0.000922583 0.118969 0.898136 -0.243774 0.271606 0.843079 -23.1323 16.6016 -3.11279 12.2935 6.01468 128.88 231.12
2018-Nov-26 11:29:16.330334 4208 0.423218 -0.00240311 0.118688 0.898217 -0.267883 0.259583 0.849915 -29.8462 8.54492 1.89209 12.1916 6.15372 128.885 231.115
2018-Nov-26 11:29:16.337692 7358 0.422886 -0.00390889 0.118165 0.898437 -0.309387 0.296631 0.857483 -37.4756 3.84521 8.48389 12.0651 6.27962 128.924 231.076
2018-Nov-26 11:29:16.340163 2471 0.422318 -0.00528198 0.117073 0.89884 -0.235291 0.27063 0.915649 -47.7295 -0.0610352 14.6484 11.888 6.35883 129.005 230.995
2018-Nov-26 11:29:16.345619 5456 0.421529 -0.00698495 0.115391 0.899416 -0.165833 0.184204 1.01825 -55.1147 10.5591 18.9209 11.6352 6.43929 129.121 230.879
2018-Nov-26 11:29:16.350925 5306 0.42054 -0.0092783 0.113579 0.900089 -0.215515 0.0960693 1.03973 -53.5889 22.3389 23.3765 11.3417 6.57289 129.261 230.739
2018-Nov-26 11:29:16.355566 4641 0.419148 -0.0118836 0.112343 0.900862 -0.185669 0.22052 1.09668 -49.3164 36.0718 31.1279 11.0957 6.76454 129.439 230.561
2018-Nov-26 11:29:16.362101 6535 0.417379 -0.0142316 0.111807 0.901716 -0.141907 0.290588 1.09808 -42.6636 43.2739 38.5742 10.9386 6.96135 129.656 230.344
2018-Nov-26 11:29:16.365431 3330 0.415584 -0.0160022 0.111393 0.902566 -0.138977 0.267883 1.03888 -37.1704 34.4849 40.0391 10.8231 7.10405 129.879 230.121
2018-Nov-26 11:29:16.369935 4504 0.413956 -0.0171473 0.110683 0.90338 -0.158447 0.251587 0.972534 -36.6211 16.4795 38.0859 10.7067 7.16859 130.09 229.91
2018-Nov-26 11:29:16.375600 5665 0.412415 -0.0180893 0.10967 0.90419 -0.154785 0.247803 0.962036 -40.8936 8.30078 36.7432 10.5681 7.19788 130.296 229.704
2018-Nov-26 11:29:16.380397 4797 0.411052 -0.0192169 0.10869 0.904905 -0.147949 0.312988 0.976196 -46.0815 12.8784 31.0059 10.4227 7.25095 130.478 229.522
2018-Nov-26 11:29:16.387430 7033 0.409653 -0.0208351 0.107281 0.905671 -0.191101 0.100525 0.980774 -48.4009 16.7236 32.7759 10.2097 7.33421 130.668 229.332
2018-Nov-26 11:29:16.390389 2959 0.40787 -0.0224421 0.105376 0.906661 -0.176147 0.0761108 0.993835 -48.8892 12.0239 43.7622 9.94914 7.388 130.914 229.086
2018-Nov-26 11:29:16.396540 6151 0.405904 -0.0239477 0.103393 0.907732 -0.134399 0.0543823 1.0636 -46.936 13.7939 48.0957 9.68701 7.42651 131.185 228.815
2018-Nov-26 11:29:16.400142 3602 0.403928 -0.025252 0.101805 0.908757 -0.103027 0.0979614 1.12909 -38.0249 18.2495 47.6074 9.47588 7.46454 131.452 228.548
2018-Nov-26 11:29:16.405384 5242 0.402047 -0.0262559 0.100847 0.909669 -0.086853 0.131226 1.1521 -25.5737 20.6909 44.7388 9.3441 7.5038 131.698 228.302
2018-Nov-26 11:29:16.411741 6357 0.400384 -0.0268791 0.100333 0.910442 -0.088623 0.126953 1.14203 -13.6719 17.0288 39.856 9.27484 7.52736 131.912 228.088
2018-Nov-26 11:29:16.415481 3740 0.398876 -0.0273537 0.100176 0.911106 -0.117798 0.136658 1.11426 -5.43213 14.7095 36.438 9.24869 7.55446 132.101 227.899
2018-Nov-26 11:29:16.420872 5391 0.397403 -0.0276783 0.10019 0.911738 -0.111084 0.124023 1.09784 -0.305176 12.0239 36.0107 9.24728 7.57451 132.284 227.716
2018-Nov-26 11:29:16.425243 4371 0.395978 -0.0279066 0.100273 0.912342 -0.128723 0.0932617 1.08051 4.39453 9.52148 35.5225 9.25719 7.58821 132.461 227.539
2018-Nov-26 11:29:16.430300 5057 0.394482 -0.0282551 0.100573 0.912946 -0.140381 0.095459 1.06952 8.8501 12.5122 37.2314 9.28488 7.62434 132.642 227.358
2018-Nov-26 11:29:16.437069 6769 0.3929 -0.0287609 0.101243 0.913538 -0.174561 0.119995 1.03491 13.0615 16.3574 39.0015 9.34499 7.69398 132.826 227.174
2018-Nov-26 11:29:16.439968 2899 0.391117 -0.0294893 0.102351 0.914157 -0.176392 0.16394 1.00922 15.686 23.6206 42.9688 9.44273 7.80594 133.028 226.972
2018-Nov-26 11:29:16.446290 6322 0.389062 -0.0297999 0.104498 0.91478 -0.145447 0.517883 0.980103 15.0757 26.6113 46.5698 9.67139 7.92006 133.248 226.752
2018-Nov-26 11:29:16.450050 3760 0.386878 -0.0305306 0.106552 0.915445 -0.191467 0.296204 0.988098 9.27734 33.3252 49.3164 9.87285 8.07233 133.483 226.517
2018-Nov-26 11:29:16.455330 5280 0.384187 -0.0320129 0.107986 0.91636 -0.193237 0.218201 0.98877 3.66211 42.9688 61.9507 9.9803 8.26897 133.785 226.215
2018-Nov-26 11:29:16.461598 6268 0.381044 -0.0338455 0.109192 0.917462 -0.177917 0.200134 0.981873 -0.305176 50.5371 72.3877 10.0534 8.48692 134.144 225.856
2018-Nov-26 11:29:16.465209 3611 0.377659 -0.0353948 0.110131 0.918691 -0.153992 0.205688 0.981934 -3.479 45.3491 78.6743 10.1146 8.65923 134.539 225.461
2018-Nov-26 11:29:16.470854 5645 0.374224 -0.036437 0.110717 0.919984 -0.122559 0.196167 0.978271 -6.28662 35.0342 80.7495 10.1627 8.76012 134.949 225.051
2018-Nov-26 11:29:16.475242 4388 0.370895 -0.0370623 0.11096 0.921277 -0.108093 0.187256 0.964478 -8.97217 25.3296 79.0405 10.1926 8.80157 135.355 224.645
2018-Nov-26 11:29:16.480277 5035 0.367713 -0.0374136 0.11089 0.922546 -0.0942383 0.177979 0.954285 -12.2681 17.9443 76.0498 10.2001 8.80086 135.75 224.25
2018-Nov-26 11:29:16.487201 6924 0.364778 -0.0373814 0.110433 0.923766 -0.0925293 0.170288 0.953857 -16.0522 6.53076 71.0449 10.1809 8.74426 136.123 223.877
2018-Nov-26 11:29:16.490215 3014 0.36217 -0.036942 0.109574 0.924912 -0.0715942 0.16803 0.948181 -20.4468 -4.94385 64.0259 10.133 8.62956 136.466 223.534
2018-Nov-26 11:29:16.496321 6106 0.359908 -0.0361888 0.108332 0.92597 -0.0775146 0.157288 0.945007 -24.8413 -15.3809 56.5186 10.054 8.46815 136.773 223.227
2018-Nov-26 11:29:16.500046 3725 0.357926 -0.0352738 0.106727 0.92696 -0.062439 0.136902 0.9422 -29.2358 -22.0337 50.2319 9.9397 8.27682 137.053 222.947
2018-Nov-26 11:29:16.505313 5267 0.356163 -0.0340893 0.104778 0.927905 -0.0583496 0.127502 0.970215 -32.4707 -30.2734 45.7153 9.79741 8.04436 137.312 222.688
2018-Nov-26 11:29:16.511461 6148 0.354555 -0.0329937 0.102836 0.928777 -0.0728149 0.128784 0.986877 -32.3486 -29.541 41.8091 9.64986 7.82428 137.55 222.45
2018-Nov-26 11:29:16.515087 3626 0.352967 -0.0321391 0.10112 0.9296 -0.0251465 0.139954 0.992065 -30.2734 -20.2026 40.0391 9.51549 7.64105 137.78 222.22
2018-Nov-26 11:29:16.520728 5641 0.351519 -0.0310261 0.0995263 0.930358 0.0206299 0.157715 0.97644 -27.4048 -20.3247 36.2549 9.403 7.43727 137.991 222.009
2018-Nov-26 11:29:16.525270 4542 0.350344 -0.0299903 0.098085 0.930988 0.0310059 0.16803 0.959167 -26.2451 -15.8691 28.8086 9.30083 7.25165 138.165 221.835
2018-Nov-26 11:29:16.530442 5172 0.349448 -0.029339 0.0968196 0.931478 0.0178223 0.171509 0.942078 -26.2451 -7.69043 21.0571 9.1991 7.11826 138.299 221.701
2018-Nov-26 11:29:16.536912 6470 0.348842 -0.0289231 0.0955868 0.931845 -0.0101929 0.176636 0.942017 -27.771 -5.67627 13.7329 9.08879 7.01483 138.394 221.606
2018-Nov-26 11:29:16.539827 2915 0.348473 -0.0287602 0.0943218 0.932118 -0.0581055 0.173157 0.942078 -30.3345 -5.5542 8.05664 8.96283 6.9399 138.459 221.541
2018-Nov-26 11:29:16.546263 6436 0.348247 -0.0288925 0.092983 0.932332 -0.111084 0.156616 0.961914 -32.8369 -5.67627 4.76074 8.81581 6.89528 138.504 221.496
2018-Nov-26 11:29:16.549748 3485 0.348035 -0.0291722 0.0914929 0.93255 -0.146057 0.134094 0.972595 -35.0952 -8.30078 5.00488 8.64648 6.86047 138.549 221.451
2018-Nov-26 11:29:16.555122 5374 0.34774 -0.0295181 0.0898372 0.93281 -0.169678 0.107788 0.9823 -36.7432 -11.1084 7.56836 8.45734 6.82526 138.605 221.395
2018-Nov-26 11:29:16.559773 4651 0.347257 -0.0299116 0.0880562 0.933147 -0.183716 0.0930176 0.983398 -38.269 -12.7563 12.5122 8.25418 6.78848 138.686 221.314
2018-Nov-26 11:29:16.565056 5283 0.346533 -0.0303331 0.086183 0.933578 -0.188843 0.0900269 0.985657 -40.3442 -13.4888 18.4326 8.04172 6.74915 138.796 221.204
2018-Nov-26 11:29:16.570313 5257 0.345547 -0.0307078 0.0842256 0.934109 -0.172852 0.102661 0.97406 -43.396 -14.0381 24.5972 7.82394 6.69952 138.94 221.06
2018-Nov-26 11:29:16.575197 4884 0.344332 -0.0311876 0.0822978 0.934714 -0.16156 0.118469 0.969849 -46.0205 -9.8877 29.48 7.60667 6.66125 139.111 220.889
2018-Nov-26 11:29:16.581804 6607 0.342937 -0.0319289 0.0803597 0.93537 -0.156616 0.109985 0.964294 -49.1333 -3.35693 33.0811 7.37904 6.65013 139.302 220.698
2018-Nov-26 11:29:16.585151 3347 0.341375 -0.03293 0.0783468 0.936077 -0.146729 0.103516 0.97052 -52.5513 2.80762 36.438 7.13423 6.66357 139.512 220.488
2018-Nov-26 11:29:16.589717 4566 0.339664 -0.0341963 0.0762731 0.936825 -0.133545 0.0968018 0.991882 -55.6641 9.8877 39.2456 6.87355 6.70314 139.739 220.261
2018-Nov-26 11:29:16.595734 6017 0.337916 -0.0356069 0.0741155 0.937578 -0.135925 0.0765991 1.00952 -57.251 13.1226 39.856 6.59865 6.75577 139.97 220.03
2018-Nov-26 11:29:16.599770 4036 0.336286 -0.0368772 0.0718518 0.938291 -0.135864 0.0632935 1.02185 -56.8848 9.21631 37.2925 6.31721 6.79091 140.189 219.811
2018-Nov-26 11:29:16.607135 7365 0.334895 -0.0379229 0.0695439 0.93892 -0.146179 0.043335 1.01453 -54.3823 3.05176 32.0435 6.03822 6.80266 140.38 219.62
2018-Nov-26 11:29:16.609662 2527 0.333792 -0.0387799 0.0673212 0.93944 -0.156006 0.0258789 1.0033 -49.3164 -1.95312 25.6348 5.7737 6.80011 140.535 219.465
2018-Nov-26 11:29:16.614952 5290 0.33298 -0.0395021 0.0652887 0.939841 -0.170776 0.0107422 1.00269 -42.4805 -5.24902 19.104 5.53278 6.79295 140.654 219.346
2018-Nov-26 11:29:16.620112 5160 0.332442 -0.0400956 0.063504 0.940129 -0.189758 0.00195312 0.993103 -34.9731 -8.48389 13.0005 5.32153 6.78371 140.736 219.264
2018-Nov-26 11:29:16.624954 4842 0.332148 -0.0405266 0.0619507 0.940318 -0.207458 0.000427246 0.99646 -28.2593 -12.5732 7.50732 5.13972 6.76764 140.786 219.214
2018-Nov-26 11:29:16.631621 6667 0.332036 -0.0407892 0.0606539 0.940431 -0.215454 0.003479 0.995483 -21.6064 -15.8081 3.54004 4.99072 6.74452 140.813 219.187
2018-Nov-26 11:29:16.634999 3378 0.332036 -0.0409969 0.0596641 0.940485 -0.225952 0.00469971 1.0058 -14.7705 -15.8081 1.0376 4.8761 6.72816 140.822 219.178
2018-Nov-26 11:29:16.639718 4719 0.332097 -0.0411422 0.0590183 0.940498 -0.229797 0.0124512 1.01154 -7.44629 -15.2588 -0.244141 4.80051 6.71889 140.821 219.179
2018-Nov-26 11:29:16.645562 5844 0.332182 -0.0411785 0.0587245 0.940484 -0.225159 0.0198364 1.03168 0.183105 -14.5874 -0.610352 4.76685 6.71173 140.814 219.186
2018-Nov-26 11:29:16.649604 4042 0.332257 -0.0410476 0.0588053 0.940458 -0.21582 0.0349731 1.05206 8.42285 -14.2822 -0.12207 4.78006 6.7011 140.804 219.196
2018-Nov-26 11:29:16.656977 7373 0.332276 -0.0407403 0.0592626 0.940437 -0.191162 0.0407715 1.04718 16.9067 -13.0615 1.46484 4.84102 6.68587 140.798 219.202
2018-Nov-26 11:29:16.659630 2653 0.332224 -0.0403401 0.0599356 0.94043 -0.175598 0 1.03113 24.7803 -11.4136 3.60107 4.92929 6.66866 140.799 219.201
2018-Nov-26 11:29:16.664935 5305 0.331926 -0.0400066 0.06078 0.940495 -0.225891 0.0012207 0.927856 28.8696 -12.085 9.94873 5.03522 6.66411 140.828 219.172
2018-Nov-26 11:29:16.670016 5081 0.331048 -0.0395555 0.0615409 0.940774 -0.21936 0.0759888 0.893921 21.6675 -17.0898 23.8037 5.14073 6.64035 140.929 219.071
2018-Nov-26 11:29:16.675133 5117 0.32964 -0.0389022 0.0621748 0.941254 -0.118774 0.125427 0.944092 13.4888 -14.5264 35.6445 5.24397 6.58656 141.096 218.904
2018-Nov-26 11:29:16.681566 6433 0.328121 -0.0383295 0.062898 0.94176 -0.0367432 0.130432 0.979492 12.6953 -1.64795 37.1704 5.3544 6.5441 141.276 218.724
2018-Nov-26 11:29:16.684868 3302 0.326778 -0.037874 0.0637522 0.942188 -0.0169067 0.123352 0.961853 15.5029 6.5918 32.4097 5.47321 6.52011 141.432 218.568
2018-Nov-26 11:29:16.689564 4696 0.325638 -0.0373184 0.0645499 0.94255 -0.0352173 0.123718 0.926514 15.5029 2.92969 27.71 5.58823 6.48396 141.565 218.435
2018-Nov-26 11:29:16.695603 6039 0.324682 -0.0367166 0.0651019 0.942865 -0.0386353 0.109558 0.927185 11.6577 -1.34277 23.4375 5.67709 6.43419 141.678 218.322
2018-Nov-26 11:29:16.699543 3940 0.323903 -0.0362809 0.065476 0.943124 -0.0463867 0.0951538 0.954834 8.8501 0.183105 19.043 5.73923 6.39655 141.77 218.23
2018-Nov-26 11:29:16.706977 7434 0.3233 -0.0360459 0.0657939 0.943318 -0.0667725 0.0953369 0.965515 7.26318 2.31934 14.6484 5.7865 6.37953 141.841 218.159
2018-Nov-26 11:29:16.709592 2615 0.322827 -0.0359217 0.0660372 0.943468 -0.0819702 0.0917358 0.976318 5.37109 2.19727 11.4136 5.82065 6.37245 141.897 218.103
2018-Nov-26 11:29:16.714895 5303 0.322448 -0.0359062 0.0661952 0.943587 -0.0983276 0.0858765 0.992493 3.60107 2.19727 9.15527 5.84087 6.3745 141.941 218.059
2018-Nov-26 11:29:16.720062 5167 0.322114 -0.0360484 0.0663275 0.943686 -0.117432 0.0779419 0.99707 2.86865 3.479 8.05664 5.85211 6.39297 141.98 218.02
2018-Nov-26 11:29:16.724931 4869 0.321769 -0.0363247 0.0664569 0.943784 -0.136658 0.0773926 0.992981 2.19727 4.27246 8.30078 5.85812 6.42584 142.019 217.981
2018-Nov-26 11:29:16.731785 6854 0.32141 -0.0366573 0.0665477 0.943887 -0.151245 0.0809937 0.988831 0.671387 3.41797 8.72803 5.85797 6.4633 142.06 217.94
2018-Nov-26 11:29:16.735110 3325 0.32103 -0.0370084 0.0666216 0.943998 -0.166748 0.100159 0.988281 -1.28174 2.01416 9.15527 5.85548 6.50197 142.103 217.897
2018-Nov-26 11:29:16.739795 4685 0.320607 -0.0374102 0.0666411 0.944124 -0.181152 0.100708 0.994507 -3.72314 1.28174 10.1929 5.84554 6.54382 142.153 217.847
2018-Nov-26 11:29:16.745671 5876 0.320101 -0.0378781 0.0665457 0.944284 -0.194397 0.0933838 1.00409 -6.28662 0.610352 12.207 5.8213 6.58803 142.213 217.787
2018-Nov-26 11:29:16.749587 3916 0.319464 -0.0383874 0.0662933 0.944497 -0.197388 0.0794678 1.00952 -8.97217 -0.183105 15.4419 5.77953 6.62999 142.29 217.71
2018-Nov-26 11:29:16.756839 7252 0.318649 -0.0388916 0.0659172 0.944778 -0.193542 0.0758667 1.00775 -11.1084 -0.793457 19.7144 5.72585 6.6657 142.39 217.61
2018-Nov-26 11:29:16.759542 2703 0.317654 -0.0393871 0.0654994 0.945121 -0.188232 0.0793457 1.00909 -12.3901 -0.488281 23.9868 5.66931 6.69788 142.513 217.487
2018-Nov-26 11:29:16.764796 5254 0.316492 -0.0398806 0.0650707 0.94552 -0.176025 0.0811157 1.00519 -13.1836 0.671387 27.832 5.61293 6.72858 142.656 217.344
2018-Nov-26 11:29:16.769990 5194 0.315195 -0.0403609 0.0646088 0.945965 -0.168091 0.081604 0.998169 -14.2822 1.34277 30.9448 5.55447 6.75597 142.816 217.184
2018-Nov-26 11:29:16.774878 4888 0.313805 -0.0407739 0.0640457 0.946447 -0.152649 0.0762939 1 -15.9302 0.671387 33.1421 5.48824 6.7719 142.988 217.012
2018-Nov-26 11:29:16.781896 7018 0.312345 -0.0410974 0.0633492 0.946963 -0.139648 0.0714722 0.997498 -17.9443 -0.610352 34.79 5.41133 6.77292 143.17 216.83
2018-Nov-26 11:29:16.785153 3257 0.310838 -0.0413142 0.0625255 0.947504 -0.129456 0.0690918 1.00513 -19.7754 -2.50244 35.9497 5.32483 6.7576 143.36 216.64
2018-Nov-26 11:29:16.789712 4559 0.309299 -0.0414371 0.0615894 0.948063 -0.117249 0.0669556 1.00897 -21.4844 -4.02832 36.6821 5.22968 6.72804 143.555 216.445
2018-Nov-26 11:29:16.794869 5157 0.307729 -0.0414702 0.0605767 0.948638 -0.100769 0.069397 1.01819 -22.7661 -4.82178 37.3535 5.12952 6.68605 143.755 216.245
2018-Nov-26 11:29:16.799638 4769 0.306136 -0.0414292 0.0595475 0.94922 -0.0767822 0.078125 1.0199 -23.4985 -4.21143 37.7197 5.03023 6.63564 143.958 216.042
2018-Nov-26 11:29:16.806525 6887 0.304524 -0.0413927 0.0585581 0.949801 -0.0653687 0.0906372 1.01904 -24.1089 -2.0752 37.8418 4.93507 6.58745 144.162 215.838
2018-Nov-26 11:29:16.809431 2906 0.302922 -0.0414414 0.05761 0.950369 -0.0597534 0.0905151 1.02472 -24.4141 0.915527 37.3535 4.8412 6.55049 144.364 215.636
2018-Nov-26 11:29:16.815637 6206 0.301342 -0.0415698 0.0566606 0.950923 -0.0584106 0.0858765 1.03094 -24.7803 2.99072 36.6821 4.74414 6.52269 144.563 215.437
2018-Nov-26 11:29:16.819328 3691 0.29977 -0.0417385 0.055754 0.951466 -0.0580444 0.0910034 1.03497 -24.4141 4.27246 36.377 4.65019 6.50124 144.76 215.24
2018-Nov-26 11:29:16.824704 5376 0.298254 -0.0418723 0.0549203 0.951985 -0.0534058 0.101685 1.02545 -23.6816 4.21143 34.9731 4.56496 6.47916 144.95 215.05
2018-Nov-26 11:29:16.830939 6235 0.296799 -0.0420187 0.0541957 0.952474 -0.0465088 0.113892 1.01678 -22.8271 5.7373 33.3252 4.49072 6.46288 145.131 214.869
2018-Nov-26 11:29:16.834781 3842 0.295417 -0.0423136 0.0536115 0.952924 -0.0521851 0.123169 1.00842 -22.0337 9.76562 31.311 4.42621 6.46837 145.302 214.698
